Date,SPY,AAPL,MSFT,GOOGL,AMZN,TSLA,NVDA,META,BRK-B,UNH,JNJ
2021-05-20,415.2799987792969,127.30999755859375,246.47999572753906,115.34750366210938,162.38400268554688,195.5933380126953,146.125,318.6099853515625,286.7300109863281,408.6400146484375,171.07000732421875
2021-05-21,414.94000244140625,125.43000030517578,245.1699981689453,114.70649719238281,160.1540069580078,193.6266632080078,149.91749572753906,316.2300109863281,287.739990234375,411.6300048828125,170.9600067138672
2021-05-24,419.1700134277344,127.0999984741211,250.77999877929688,118.052001953125,162.24949645996094,202.14666748046875,156.1199951171875,324.6300048828125,289.7300109863281,410.95001220703125,170.5500030517578
2021-05-25,418.239990234375,126.9000015258789,251.72000122070312,118.14350128173828,162.95249938964844,201.56333923339844,156.4774932861328,327.7900085449219,287.20001220703125,413.04998779296875,170.0800018310547
2021-05-26,419.07000732421875,126.8499984741211,251.49000549316406,119.0155029296875,163.25799560546875,206.3766632080078,157.0,327.6600036621094,287.3299865722656,413.2099914550781,169.07000732421875
2021-05-27,419.2900085449219,125.27999877929688,249.30999755859375,118.13400268554688,161.5054931640625,210.28334045410156,154.8800048828125,332.75,289.29998779296875,412.70001220703125,168.80999755859375
2021-05-28,420.0400085449219,124.61000061035156,249.67999267578125,117.84249877929688,161.15350341796875,208.4066619873047,162.44500732421875,328.7300109863281,289.44000244140625,411.9200134277344,169.25
2021-06-01,419.6700134277344,124.27999877929688,247.39999389648438,119.05899810791016,160.9324951171875,207.96665954589844,162.64500427246094,329.1300048828125,289.8399963378906,406.7200012207031,165.52999877929688
2021-06-02,420.3299865722656,125.05999755859375,247.3000030517578,118.52950286865234,161.69949340820312,201.7066650390625,167.78250122070312,329.1499938964844,290.0199890136719,405.8500061035156,166.1999969482422
2021-06-03,418.7699890136719,123.54000091552734,245.7100067138672,117.37899780273438,159.35049438476562,190.94667053222656,169.69749450683594,326.0400085449219,291.9700012207031,407.9599914550781,166.0399932861328
2021-06-04,422.6000061035156,125.88999938964844,250.7899932861328,119.67849731445312,160.31100463867188,199.68333435058594,175.78250122070312,330.3500061035156,292.5199890136719,405.6400146484375,165.97000122070312
2021-06-07,422.19000244140625,125.9000015258789,253.80999755859375,120.11499786376953,159.90049743652344,201.7100067138672,176.19000244140625,336.5799865722656,289.4599914550781,400.25,164.83999633789062
2021-06-08,422.2799987792969,126.73999786376953,252.57000732421875,119.9219970703125,163.20550537109375,201.19667053222656,174.57000732421875,333.67999267578125,289.19000244140625,401.739990234375,163.38999938964844
2021-06-09,421.6499938964844,127.12999725341797,253.58999633789062,120.39700317382812,164.0574951171875,199.5933380126953,173.58250427246094,330.25,288.5799865722656,401.1000061035156,165.58999633789062
2021-06-10,423.6099853515625,126.11000061035156,257.239990234375,121.75650024414062,167.4824981689453,203.3733367919922,174.25,332.4599914550781,284.9100036621094,401.489990234375,167.0800018310547
2021-06-11,424.30999755859375,127.3499984741211,257.8900146484375,121.51000213623047,167.3415069580078,203.29666137695312,178.25250244140625,331.260009765625,286.82000732421875,397.8900146484375,164.9600067138672
2021-06-14,425.260009765625,130.47999572753906,259.8900146484375,122.44550323486328,169.19349670410156,205.89666748046875,180.1875,336.7699890136719,283.5299987792969,399.1600036621094,165.3699951171875
